시나리오,층,각본,겨눈 인자,인자,값,판정,개시지연_s,IDR_mps,판정시점_r_e
S11,floor4,7:3 + 2명 재진입,,r_th,0.4,started,7.0,2.91,0.5
S11,floor4,7:3 + 2명 재진입,,r_th,0.5,started,8.0,2.547,0.615
S11,floor4,7:3 + 2명 재진입,,r_th,0.6,started,13.0,1.567,0.667
S11,floor4,7:3 + 2명 재진입,,r_th,0.7,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,r_th,0.75,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,r_th,0.8,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,r_th,0.85,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,r_th,0.9,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,r_th,0.95,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,r_th,1.0,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.2,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.25,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.3,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.35,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.4,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.45,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.5,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.6,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.7,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.8,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,0.9,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,v_th,1.0,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,0.5,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,1.0,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,1.5,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,2.0,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,2.5,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,3.0,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,4.0,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,5.0,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,dt_hold,7.0,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,a_th,0.2,started,9.0,2.264,0.833
S11,floor4,7:3 + 2명 재진입,,a_th,0.35,started,9.0,2.264,0.833
S11,floor4,7:3 + 2명 재진입,,a_th,0.5,started,9.0,2.264,0.75
S11,floor4,7:3 + 2명 재진입,,a_th,0.6,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,a_th,0.707,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,a_th,0.8,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,a_th,0.866,not_started,,,0.0
S11,floor4,7:3 + 2명 재진입,,a_th,0.95,not_started,,,0.0
S12,floor5,출구 나가기,,r_th,0.3,started,37.0,0.601,0.333
S12,floor5,출구 나가기,,r_th,0.4,started,41.0,0.543,0.75
S12,floor5,출구 나가기,,r_th,0.5,started,41.0,0.543,0.75
S12,floor5,출구 나가기,,r_th,0.6,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,r_th,0.7,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,r_th,0.75,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,r_th,0.8,started,47.0,0.474,0.875
S12,floor5,출구 나가기,,r_th,0.85,started,47.0,0.474,0.875
S12,floor5,출구 나가기,,r_th,0.9,started,53.0,0.42,1.0
S12,floor5,출구 나가기,,r_th,0.95,started,56.0,0.397,1.0
S12,floor5,출구 나가기,,r_th,1.0,started,56.0,0.397,1.0
S12,floor5,출구 나가기,,v_th,0.2,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,v_th,0.25,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,v_th,0.3,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,v_th,0.35,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,v_th,0.4,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,v_th,0.45,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,v_th,0.5,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,v_th,0.6,started,43.0,0.518,0.7
S12,floor5,출구 나가기,,v_th,0.7,started,44.0,0.506,0.75
S12,floor5,출구 나가기,,v_th,0.8,started,45.0,0.495,0.75
S12,floor5,출구 나가기,,v_th,0.9,started,45.0,0.495,0.75
S12,floor5,출구 나가기,,v_th,1.0,started,49.0,0.454,0.7
S12,floor5,출구 나가기,,dt_hold,0.5,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,dt_hold,1.0,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,dt_hold,1.5,started,42.0,0.53,0.8
S12,floor5,출구 나가기,,dt_hold,2.0,started,42.0,0.53,0.8
S12,floor5,출구 나가기,,dt_hold,2.5,started,42.0,0.53,0.75
S12,floor5,출구 나가기,,dt_hold,3.0,started,42.0,0.53,0.75
S12,floor5,출구 나가기,,dt_hold,4.0,started,42.0,0.53,0.75
S12,floor5,출구 나가기,,dt_hold,5.0,started,42.0,0.53,0.857
S12,floor5,출구 나가기,,dt_hold,7.0,started,42.0,0.53,1.0
S12,floor5,출구 나가기,,a_th,0.2,started,42.0,0.53,0.889
S12,floor5,출구 나가기,,a_th,0.35,started,42.0,0.53,0.889
S12,floor5,출구 나가기,,a_th,0.5,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,a_th,0.6,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,a_th,0.707,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,a_th,0.8,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,a_th,0.866,started,42.0,0.53,0.778
S12,floor5,출구 나가기,,a_th,0.95,started,53.0,0.42,0.889
S13,floor5,출구 → 흡연장,,r_th,0.3,started,32.0,0.695,0.571
S13,floor5,출구 → 흡연장,,r_th,0.4,started,33.0,0.674,0.7
S13,floor5,출구 → 흡연장,,r_th,0.5,started,33.0,0.674,0.7
S13,floor5,출구 → 흡연장,,r_th,0.6,started,34.0,0.655,0.667
S13,floor5,출구 → 흡연장,,r_th,0.7,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,r_th,0.75,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,r_th,0.8,started,44.0,0.506,0.833
S13,floor5,출구 → 흡연장,,r_th,0.85,not_started,,,0.0
S13,floor5,출구 → 흡연장,,r_th,0.9,not_started,,,0.0
S13,floor5,출구 → 흡연장,,r_th,0.95,not_started,,,0.0
S13,floor5,출구 → 흡연장,,r_th,1.0,not_started,,,0.0
S13,floor5,출구 → 흡연장,,v_th,0.2,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,v_th,0.25,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,v_th,0.3,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,v_th,0.35,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,v_th,0.4,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,v_th,0.45,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,v_th,0.5,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,v_th,0.6,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,v_th,0.7,started,39.0,0.571,0.875
S13,floor5,출구 → 흡연장,,v_th,0.8,started,43.0,0.518,0.833
S13,floor5,출구 → 흡연장,,v_th,0.9,started,44.0,0.506,0.833
S13,floor5,출구 → 흡연장,,v_th,1.0,not_started,,,0.0
S13,floor5,출구 → 흡연장,,dt_hold,0.5,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,dt_hold,1.0,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,dt_hold,1.5,started,36.0,0.618,0.727
S13,floor5,출구 → 흡연장,,dt_hold,2.0,started,36.0,0.618,0.727
S13,floor5,출구 → 흡연장,,dt_hold,2.5,started,36.0,0.618,0.7
S13,floor5,출구 → 흡연장,,dt_hold,3.0,started,36.0,0.618,0.7
S13,floor5,출구 → 흡연장,,dt_hold,4.0,started,36.0,0.618,0.875
S13,floor5,출구 → 흡연장,,dt_hold,5.0,started,42.0,0.53,0.8
S13,floor5,출구 → 흡연장,,dt_hold,7.0,not_started,,,0.0
S13,floor5,출구 → 흡연장,,a_th,0.2,started,36.0,0.618,0.9
S13,floor5,출구 → 흡연장,,a_th,0.35,started,36.0,0.618,0.9
S13,floor5,출구 → 흡연장,,a_th,0.5,started,36.0,0.618,0.9
S13,floor5,출구 → 흡연장,,a_th,0.6,started,36.0,0.618,0.9
S13,floor5,출구 → 흡연장,,a_th,0.707,started,36.0,0.618,0.8
S13,floor5,출구 → 흡연장,,a_th,0.8,started,39.0,0.571,0.875
S13,floor5,출구 → 흡연장,,a_th,0.866,started,45.0,0.495,0.714
S13,floor5,출구 → 흡연장,,a_th,0.95,started,47.0,0.474,0.8
S14,floor5,반반 나눠 나가기,,r_th,0.3,started,37.0,0.601,0.3
S14,floor5,반반 나눠 나가기,,r_th,0.4,started,39.0,0.571,0.545
S14,floor5,반반 나눠 나가기,,r_th,0.5,started,39.0,0.571,0.545
S14,floor5,반반 나눠 나가기,,r_th,0.6,started,44.0,0.506,0.786
S14,floor5,반반 나눠 나가기,,r_th,0.7,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,r_th,0.75,started,49.0,0.454,0.889
S14,floor5,반반 나눠 나가기,,r_th,0.8,started,50.0,0.445,0.818
S14,floor5,반반 나눠 나가기,,r_th,0.85,started,54.0,0.412,0.857
S14,floor5,반반 나눠 나가기,,r_th,0.9,not_started,,,0.0
S14,floor5,반반 나눠 나가기,,r_th,0.95,not_started,,,0.0
S14,floor5,반반 나눠 나가기,,r_th,1.0,not_started,,,0.0
S14,floor5,반반 나눠 나가기,,v_th,0.2,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,v_th,0.25,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,v_th,0.3,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,v_th,0.35,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,v_th,0.4,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,v_th,0.45,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,v_th,0.5,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,v_th,0.6,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,v_th,0.7,started,49.0,0.454,0.889
S14,floor5,반반 나눠 나가기,,v_th,0.8,started,49.0,0.454,0.889
S14,floor5,반반 나눠 나가기,,v_th,0.9,started,50.0,0.445,0.818
S14,floor5,반반 나눠 나가기,,v_th,1.0,started,50.0,0.445,0.818
S14,floor5,반반 나눠 나가기,,dt_hold,0.5,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,dt_hold,1.0,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,dt_hold,1.5,started,48.0,0.464,0.889
S14,floor5,반반 나눠 나가기,,dt_hold,2.0,started,48.0,0.464,0.889
S14,floor5,반반 나눠 나가기,,dt_hold,2.5,started,48.0,0.464,0.818
S14,floor5,반반 나눠 나가기,,dt_hold,3.0,started,48.0,0.464,0.818
S14,floor5,반반 나눠 나가기,,dt_hold,4.0,started,48.0,0.464,0.818
S14,floor5,반반 나눠 나가기,,dt_hold,5.0,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,dt_hold,7.0,started,48.0,0.464,0.857
S14,floor5,반반 나눠 나가기,,a_th,0.2,started,48.0,0.464,0.833
S14,floor5,반반 나눠 나가기,,a_th,0.35,started,48.0,0.464,0.833
S14,floor5,반반 나눠 나가기,,a_th,0.5,started,48.0,0.464,0.833
S14,floor5,반반 나눠 나가기,,a_th,0.6,started,48.0,0.464,0.833
S14,floor5,반반 나눠 나가기,,a_th,0.707,started,48.0,0.464,0.75
S14,floor5,반반 나눠 나가기,,a_th,0.8,started,50.0,0.445,0.818
S14,floor5,반반 나눠 나가기,,a_th,0.866,started,50.0,0.445,0.818
S14,floor5,반반 나눠 나가기,,a_th,0.95,started,51.0,0.436,0.727
